FIXING_DATE,FIXING
24/12/2018,14992
27/12/2018,15225
28/12/2018,15267
31/12/2018,15550
02/01/2019,15683
03/01/2019,15567
04/01/2019,15592
07/01/2019,15767
08/01/2019,15783
09/01/2019,15367
10/01/2019,15058
11/01/2019,15167
14/01/2019,15150
15/01/2019,14983
16/01/2019,15150
17/01/2019,15308
18/01/2019,15325
21/01/2019,15171
22/01/2019,15033
23/01/2019,15113
24/01/2019,15092
25/01/2019,14983
28/01/2019,14183
29/01/2019,13358
30/01/2019,12050
31/01/2019,12033
01/02/2019,12808
04/02/2019,12825
05/02/2019,12871
06/02/2019,12533
07/02/2019,11575
08/02/2019,11708
11/02/2019,12083
12/02/2019,12058
13/02/2019,11958
14/02/2019,11933
15/02/2019,11992
18/02/2019,12050
19/02/2019,12100
20/02/2019,12100
21/02/2019,12175
22/02/2019,12200
25/02/2019,12475
26/02/2019,12500
27/02/2019,12442
28/02/2019,12358
01/03/2019,12325
04/03/2019,12325
05/03/2019,12167
06/03/2019,11917
07/03/2019,12092
08/03/2019,12167
11/03/2019,12275
12/03/2019,12492
13/03/2019,12483
14/03/2019,12817
15/03/2019,12750
18/03/2019,12467
19/03/2019,12433
20/03/2019,12992
21/03/2019,12983
22/03/2019,13517
25/03/2019,13400
26/03/2019,13350
27/03/2019,13383
28/03/2019,13292
29/03/2019,13158
01/04/2019,13067
02/04/2019,13008
03/04/2019,13183
04/04/2019,13133
05/04/2019,13100
08/04/2019,13183
09/04/2019,13192
10/04/2019,13100
11/04/2019,13008
12/04/2019,13158
15/04/2019,13483
16/04/2019,13533
17/04/2019,14000
18/04/2019,14167
23/04/2019,14733
24/04/2019,14508
25/04/2019,14642
26/04/2019,14925
29/04/2019,15492
30/04/2019,15583
01/05/2019,15967
02/05/2019,15483
03/05/2019,15592
07/05/2019,15108
08/05/2019,15317
09/05/2019,15204
10/05/2019,15292
13/05/2019,15150
14/05/2019,14958
15/05/2019,14900
16/05/2019,15100
17/05/2019,15150
20/05/2019,15025
21/05/2019,14988
22/05/2019,14975
23/05/2019,15000
24/05/2019,14933
28/05/2019,14950
29/05/2019,14767
30/05/2019,14492
31/05/2019,14475
03/06/2019,14750
04/06/2019,14933
05/06/2019,14983
06/06/2019,14950
07/06/2019,14958
10/06/2019,14817
11/06/2019,14921
12/06/2019,14954
13/06/2019,15167
14/06/2019,15258
17/06/2019,15383
18/06/2019,15467
19/06/2019,15525
20/06/2019,15550
21/06/2019,15592
24/06/2019,15585
25/06/2019,15513
26/06/2019,15404
27/06/2019,15371
28/06/2019,15592
01/07/2019,16104
02/07/2019,16396
03/07/2019,16621
04/07/2019,16650
05/07/2019,16413
08/07/2019,16479
09/07/2019,16863
10/07/2019,16767
11/07/2019,16788
12/07/2019,16845
15/07/2019,16996
16/07/2019,16971
17/07/2019,16900
18/07/2019,16963
19/07/2019,16933
22/07/2019,17067
23/07/2019,16817
24/07/2019,16633
25/07/2019,16821
26/07/2019,16729
29/07/2019,16567
30/07/2019,16538
31/07/2019,16463
01/08/2019,16383
02/08/2019,16212
05/08/2019,15479
06/08/2019,15533
07/08/2019,15042
08/08/2019,15229
09/08/2019,15250
12/08/2019,15258
13/08/2019,15200
