FIXING_DATE,FIXING
31/03/2022,24850
01/04/2022,24693
04/04/2022,23964
05/04/2022,23957
06/04/2022,24171
07/04/2022,24607
08/04/2022,24929
11/04/2022,24214
12/04/2022,24557
13/04/2022,24679
14/04/2022,24929
19/04/2022,24800
20/04/2022,24800
21/04/2022,25464
22/04/2022,25800
25/04/2022,25307
26/04/2022,25071
27/04/2022,25293
28/04/2022,25286
29/04/2022,25557
03/05/2022,25914
04/05/2022,26550
05/05/2022,26857
06/05/2022,26679
09/05/2022,26593
10/05/2022,25743
11/05/2022,26000
12/05/2022,25300
13/05/2022,24714
16/05/2022,24886
17/05/2022,25525
18/05/2022,25475
19/05/2022,24950
20/05/2022,24843
23/05/2022,24529
24/05/2022,24586
25/05/2022,24757
26/05/2022,24636
27/05/2022,24104
30/05/2022,24146
31/05/2022,24539
01/06/2022,24286
06/06/2022,24236
07/06/2022,23814
08/06/2022,23493
09/06/2022,23464
10/06/2022,23800
13/06/2022,23557
14/06/2022,23750
15/06/2022,23382
16/06/2022,23214
17/06/2022,23121
20/06/2022,21043
21/06/2022,21300
22/06/2022,21000
23/06/2022,21386
24/06/2022,21086
27/06/2022,20929
28/06/2022,20971
29/06/2022,21300
30/06/2022,21593
01/07/2022,21629
04/07/2022,20907
05/07/2022,20557
06/07/2022,20536
07/07/2022,21036
08/07/2022,20861
11/07/2022,20729
12/07/2022,20371
13/07/2022,20686
14/07/2022,21079
15/07/2022,21229
18/07/2022,20993
19/07/2022,20871
20/07/2022,20593
21/07/2022,20686
22/07/2022,20654
25/07/2022,20111
26/07/2022,20093
27/07/2022,20064
28/07/2022,19379
29/07/2022,19321
01/08/2022,19529
02/08/2022,19271
03/08/2022,18532
04/08/2022,17971
05/08/2022,18161
08/08/2022,18521
09/08/2022,18707
10/08/2022,18718
11/08/2022,18279
12/08/2022,18075
15/08/2022,17479
16/08/2022,17507
17/08/2022,17436
18/08/2022,16950
19/08/2022,16971
22/08/2022,17029
23/08/2022,16900
24/08/2022,16868
25/08/2022,16157
26/08/2022,16504
30/08/2022,16582
31/08/2022,16764
01/09/2022,17321
02/09/2022,17486
05/09/2022,16575
06/09/2022,16086
07/09/2022,16129
08/09/2022,16250
09/09/2022,15964
12/09/2022,16386
13/09/2022,16221
14/09/2022,16171
15/09/2022,15779
16/09/2022,15879
20/09/2022,16536
21/09/2022,16504
22/09/2022,16629
23/09/2022,16864
26/09/2022,16818
27/09/2022,16779
28/09/2022,16486
29/09/2022,16583
30/09/2022,16682
03/10/2022,16789
04/10/2022,17043
05/10/2022,16886
06/10/2022,16707
07/10/2022,16621
10/10/2022,16300
11/10/2022,16593
12/10/2022,16561
13/10/2022,16436
14/10/2022,16714
17/10/2022,16589
18/10/2022,16643
19/10/2022,16443
20/10/2022,16125
21/10/2022,16068
24/10/2022,15746
25/10/2022,15686
26/10/2022,15664
27/10/2022,15400
28/10/2022,15232
31/10/2022,14814
01/11/2022,14750
02/11/2022,14939
03/11/2022,14986
04/11/2022,15186
07/11/2022,15114
08/11/2022,15279
09/11/2022,15475
10/11/2022,15543
11/11/2022,16064
14/11/2022,16221
15/11/2022,15864
16/11/2022,15779
17/11/2022,15704
18/11/2022,15711
21/11/2022,15918
22/11/2022,15525
23/11/2022,15786
24/11/2022,15557
25/11/2022,15332
28/11/2022,14989
29/11/2022,14964
30/11/2022,14968
01/12/2022,14793
02/12/2022,14807
05/12/2022,15100
06/12/2022,15511
07/12/2022,15596
08/12/2022,16143
09/12/2022,16225
12/12/2022,16104
13/12/2022,16550
14/12/2022,16732
15/12/2022,16282
16/12/2022,15779
19/12/2022,15850
20/12/2022,16268
21/12/2022,16068
22/12/2022,16014
23/12/2022,15975
28/12/2022,16064
29/12/2022,16043
30/12/2022,16046
