FIXING_DATE,FIXING
30/09/2015,9533
01/10/2015,9703
02/10/2015,9723
05/10/2015,9673
06/10/2015,9676
07/10/2015,9686
08/10/2015,9676
09/10/2015,9606
12/10/2015,9588
13/10/2015,9431
14/10/2015,9411
15/10/2015,9411
16/10/2015,9448
19/10/2015,9461
20/10/2015,9488
21/10/2015,9471
22/10/2015,9451
23/10/2015,9411
26/10/2015,9381
27/10/2015,9351
28/10/2015,9291
29/10/2015,9211
30/10/2015,9098
02/11/2015,8841
03/11/2015,8651
04/11/2015,8551
05/11/2015,8671
06/11/2015,8541
09/11/2015,8501
10/11/2015,8501
11/11/2015,8461
12/11/2015,8321
13/11/2015,8251
16/11/2015,8281
17/11/2015,8301
18/11/2015,8301
19/11/2015,8181
20/11/2015,8171
23/11/2015,8411
24/11/2015,8344
25/11/2015,8344
26/11/2015,8341
27/11/2015,8371
30/11/2015,8358
01/12/2015,8291
02/12/2015,8164
03/12/2015,8164
04/12/2015,8134
07/12/2015,8081
08/12/2015,8118
09/12/2015,8008
10/12/2015,7911
11/12/2015,7901
14/12/2015,7821
15/12/2015,7834
16/12/2015,7894
17/12/2015,7939
18/12/2015,7891
21/12/2015,7841
22/12/2015,7761
23/12/2015,7754
24/12/2015,7754
29/12/2015,7754
30/12/2015,7754
31/12/2015,7781
04/01/2016,7824
05/01/2016,7871
06/01/2016,7904
07/01/2016,7644
08/01/2016,7539
11/01/2016,7476
12/01/2016,7384
13/01/2016,7384
14/01/2016,7181
15/01/2016,7101
18/01/2016,7141
19/01/2016,7161
20/01/2016,7094
21/01/2016,7054
22/01/2016,7124
25/01/2016,7254
26/01/2016,7101
27/01/2016,7001
28/01/2016,6961
29/01/2016,6944
01/02/2016,7044
02/02/2016,7064
03/02/2016,7051
04/02/2016,7094
05/02/2016,7164
08/02/2016,7164
09/02/2016,7144
10/02/2016,7074
11/02/2016,7036
12/02/2016,7046
15/02/2016,7046
16/02/2016,7039
17/02/2016,6991
18/02/2016,6964
19/02/2016,6924
22/02/2016,6904
23/02/2016,6869
24/02/2016,6864
25/02/2016,6864
26/02/2016,6864
29/02/2016,6824
01/03/2016,6864
02/03/2016,6901
03/03/2016,6891
04/03/2016,6908
07/03/2016,7203
08/03/2016,7273
09/03/2016,7204
10/03/2016,7204
11/03/2016,7111
14/03/2016,7021
15/03/2016,7021
16/03/2016,7004
17/03/2016,7014
18/03/2016,7021
21/03/2016,7011
22/03/2016,6941
23/03/2016,6948
24/03/2016,6938
29/03/2016,6961
30/03/2016,7081
31/03/2016,7128
01/04/2016,7151
04/04/2016,7361
05/04/2016,7261
06/04/2016,7301
07/04/2016,7291
08/04/2016,7386
11/04/2016,7344
12/04/2016,7304
13/04/2016,7384
14/04/2016,7721
15/04/2016,8234
18/04/2016,8024
19/04/2016,7974
20/04/2016,7831
21/04/2016,8294
22/04/2016,8604
25/04/2016,8995
26/04/2016,8774
27/04/2016,8144
28/04/2016,7914
29/04/2016,8054
03/05/2016,7654
04/05/2016,7824
05/05/2016,7794
06/05/2016,7744
09/05/2016,7504
10/05/2016,7424
11/05/2016,7694
12/05/2016,8014
13/05/2016,8152
16/05/2016,8074
17/05/2016,7964
18/05/2016,7804
19/05/2016,7654
20/05/2016,7674
23/05/2016,7614
24/05/2016,7404
25/05/2016,7364
26/05/2016,7604
27/05/2016,7604
31/05/2016,7744
01/06/2016,7664
02/06/2016,7644
03/06/2016,7594
06/06/2016,7744
07/06/2016,7704
08/06/2016,7864
09/06/2016,7964
10/06/2016,7969
13/06/2016,7794
14/06/2016,7644
15/06/2016,7654
16/06/2016,7611
17/06/2016,7564
20/06/2016,7614
21/06/2016,7694
22/06/2016,7774
23/06/2016,7664
24/06/2016,7614
27/06/2016,7734
28/06/2016,7704
29/06/2016,7854
30/06/2016,8064
01/07/2016,8014
04/07/2016,7924
05/07/2016,7654
06/07/2016,7734
07/07/2016,7639
08/07/2016,7654
11/07/2016,7564
12/07/2016,7654
13/07/2016,7734
14/07/2016,7634
15/07/2016,7614
18/07/2016,7594
19/07/2016,7604
20/07/2016,7564
21/07/2016,7584
22/07/2016,7604
25/07/2016,7604
26/07/2016,7639
27/07/2016,7584
28/07/2016,7594
29/07/2016,7662
01/08/2016,7734
02/08/2016,7724
03/08/2016,7724
04/08/2016,7604
05/08/2016,7644
08/08/2016,7599
09/08/2016,7444
10/08/2016,7474
11/08/2016,7444
12/08/2016,7554
15/08/2016,7574
16/08/2016,7444
17/08/2016,7334
18/08/2016,7324
19/08/2016,7324
22/08/2016,7314
23/08/2016,7374
24/08/2016,7384
25/08/2016,7424
26/08/2016,7374
30/08/2016,7224
31/08/2016,7274
01/09/2016,7329
02/09/2016,7414
05/09/2016,7384
06/09/2016,7404
07/09/2016,7369
08/09/2016,7409
09/09/2016,7404
12/09/2016,7434
13/09/2016,7259
14/09/2016,7089
15/09/2016,7259
16/09/2016,7329
19/09/2016,7449
20/09/2016,7334
21/09/2016,7444
22/09/2016,7309
23/09/2016,7294
26/09/2016,7319
27/09/2016,7274
28/09/2016,7169
29/09/2016,7114
30/09/2016,7114
03/10/2016,7094
04/10/2016,7159
05/10/2016,7299
06/10/2016,7359
07/10/2016,7349
10/10/2016,7364
11/10/2016,7279
12/10/2016,7199
13/10/2016,7229
14/10/2016,7264
17/10/2016,7224
18/10/2016,7134
19/10/2016,7024
20/10/2016,6869
21/10/2016,6879
24/10/2016,6809
25/10/2016,6829
26/10/2016,6884
27/10/2016,6964
28/10/2016,7099
31/10/2016,7074
01/11/2016,6919
02/11/2016,6929
03/11/2016,7064
04/11/2016,7064
07/11/2016,7314
08/11/2016,7434
09/11/2016,7479
10/11/2016,7984
11/11/2016,8284
14/11/2016,7914
15/11/2016,7754
16/11/2016,8194
17/11/2016,7974
18/11/2016,7449
21/11/2016,7324
22/11/2016,7449
23/11/2016,7364
24/11/2016,7314
25/11/2016,7399
28/11/2016,7824
29/11/2016,7784
30/11/2016,7534
01/12/2016,7404
02/12/2016,7529
05/12/2016,7634
06/12/2016,7359
07/12/2016,7121
08/12/2016,6831
09/12/2016,6831
12/12/2016,6988
13/12/2016,6808
14/12/2016,6858
15/12/2016,7286
16/12/2016,7411
19/12/2016,7453
20/12/2016,7473
21/12/2016,7994
22/12/2016,8024
23/12/2016,8158
28/12/2016,8138
29/12/2016,8196
30/12/2016,8246
03/01/2017,8953
04/01/2017,8730
05/01/2017,8400
06/01/2017,7775
09/01/2017,7760
10/01/2017,7555
11/01/2017,7730
12/01/2017,8480
13/01/2017,8470
16/01/2017,8455
17/01/2017,8450
18/01/2017,8745
19/01/2017,7975
20/01/2017,8370
23/01/2017,8195
24/01/2017,8055
25/01/2017,8045
26/01/2017,8530
27/01/2017,8670
30/01/2017,8700
31/01/2017,8675
01/02/2017,8965
02/02/2017,8668
03/02/2017,8532
06/02/2017,8355
07/02/2017,7963
08/02/2017,8172
09/02/2017,8167
10/02/2017,8288
13/02/2017,8195
14/02/2017,8197
15/02/2017,8490
16/02/2017,9042
17/02/2017,9455
20/02/2017,9688
21/02/2017,9977
22/02/2017,10870
23/02/2017,11040
24/02/2017,10800
27/02/2017,10263
28/02/2017,9850
01/03/2017,11105
02/03/2017,11548
03/03/2017,12543
06/03/2017,13217
07/03/2017,12593
08/03/2017,11738
09/03/2017,12805
10/03/2017,13507
13/03/2017,13810
14/03/2017,14520
15/03/2017,14837
16/03/2017,15263
17/03/2017,14923
20/03/2017,14543
21/03/2017,14223
22/03/2017,13833
23/03/2017,15290
24/03/2017,16073
27/03/2017,16290
28/03/2017,15847
29/03/2017,15532
30/03/2017,14947
31/03/2017,15037
03/04/2017,14717
04/04/2017,14263
05/04/2017,15093
06/04/2017,16322
07/04/2017,16137
10/04/2017,16197
11/04/2017,16375
12/04/2017,15737
13/04/2017,15935
18/04/2017,14305
19/04/2017,14360
20/04/2017,13317
21/04/2017,13500
24/04/2017,14502
25/04/2017,14862
26/04/2017,15365
27/04/2017,15015
