FIXING_DATE,FIXING
29/03/2018,21070
03/04/2018,21500
04/04/2018,21100
05/04/2018,21240
06/04/2018,20990
09/04/2018,21300
10/04/2018,21420
11/04/2018,21240
12/04/2018,21690
13/04/2018,21680
16/04/2018,21410
17/04/2018,21760
18/04/2018,22280
19/04/2018,22200
20/04/2018,22170
23/04/2018,22120
24/04/2018,22110
25/04/2018,21880
26/04/2018,21800
27/04/2018,21760
30/04/2018,21740
01/05/2018,21720
02/05/2018,22010
03/05/2018,22030
04/05/2018,22020
08/05/2018,22220
09/05/2018,21960
10/05/2018,22040
11/05/2018,22130
14/05/2018,22030
15/05/2018,21880
16/05/2018,21790
17/05/2018,21790
18/05/2018,22060
21/05/2018,22050
22/05/2018,22010
23/05/2018,21920
24/05/2018,21870
25/05/2018,21930
29/05/2018,21910
30/05/2018,22230
31/05/2018,22650
01/06/2018,22960
04/06/2018,23470
05/06/2018,24070
06/06/2018,24560
07/06/2018,24470
08/06/2018,24550
11/06/2018,24910
12/06/2018,25010
13/06/2018,25370
14/06/2018,25280
15/06/2018,25240
18/06/2018,25250
19/06/2018,25260
20/06/2018,25390
21/06/2018,25370
22/06/2018,25390
25/06/2018,25410
26/06/2018,25480
27/06/2018,25620
28/06/2018,26000
29/06/2018,26090
02/07/2018,25840
03/07/2018,25840
04/07/2018,25950
05/07/2018,26090
06/07/2018,25970
09/07/2018,25940
10/07/2018,26000
11/07/2018,26020
12/07/2018,26120
13/07/2018,26120
16/07/2018,26020
17/07/2018,25890
18/07/2018,25880
19/07/2018,25990
20/07/2018,26210
23/07/2018,26340
24/07/2018,26440
25/07/2018,26530
26/07/2018,26550
27/07/2018,26620
30/07/2018,26710
31/07/2018,26770
01/08/2018,26710
02/08/2018,26730
03/08/2018,26750
06/08/2018,26590
07/08/2018,26490
08/08/2018,26590
09/08/2018,26680
10/08/2018,26770
13/08/2018,26800
14/08/2018,26830
15/08/2018,26980
16/08/2018,26900
17/08/2018,26950
20/08/2018,27210
21/08/2018,27380
22/08/2018,27340
23/08/2018,27270
24/08/2018,27250
28/08/2018,27340
29/08/2018,27380
30/08/2018,27230
31/08/2018,27440
03/09/2018,27742
04/09/2018,27875
05/09/2018,28133
06/09/2018,28258
07/09/2018,28650
10/09/2018,28617
11/09/2018,28408
12/09/2018,28308
13/09/2018,28333
14/09/2018,28308
17/09/2018,28008
18/09/2018,28175
19/09/2018,27658
20/09/2018,27575
21/09/2018,27875
24/09/2018,27979
25/09/2018,27938
26/09/2018,27979
27/09/2018,27908
28/09/2018,27942
01/10/2018,27933
02/10/2018,28033
03/10/2018,28067
04/10/2018,27933
05/10/2018,27687
08/10/2018,27650
09/10/2018,27392
10/10/2018,27758
11/10/2018,27875
12/10/2018,27967
15/10/2018,27908
16/10/2018,27829
