FIXING_DATE,FIXING
30/09/2020,11219
01/10/2020,11247
02/10/2020,11413
05/10/2020,11400
06/10/2020,11400
07/10/2020,11341
08/10/2020,11347
09/10/2020,11344
12/10/2020,11344
13/10/2020,11369
14/10/2020,11266
15/10/2020,11194
16/10/2020,11166
19/10/2020,11147
20/10/2020,11163
21/10/2020,11181
22/10/2020,11169
23/10/2020,11131
26/10/2020,11128
27/10/2020,11125
28/10/2020,11103
29/10/2020,11028
30/10/2020,11031
02/11/2020,10988
03/11/2020,10956
04/11/2020,10963
05/11/2020,10988
06/11/2020,11006
09/11/2020,11006
10/11/2020,11006
11/11/2020,10975
12/11/2020,11056
13/11/2020,10988
16/11/2020,10897
17/11/2020,10881
18/11/2020,10888
19/11/2020,10944
20/11/2020,10906
23/11/2020,10928
24/11/2020,10928
25/11/2020,10994
26/11/2020,10950
27/11/2020,10944
30/11/2020,10878
01/12/2020,10878
02/12/2020,10819
03/12/2020,10850
04/12/2020,10894
07/12/2020,10853
08/12/2020,10841
09/12/2020,10866
10/12/2020,10960
11/12/2020,11128
14/12/2020,11153
15/12/2020,11081
16/12/2020,11031
17/12/2020,11044
18/12/2020,11038
21/12/2020,11006
22/12/2020,11088
23/12/2020,11103
24/12/2020,11141
29/12/2020,11091
30/12/2020,11116
31/12/2020,11250
04/01/2021,11488
05/01/2021,12269
06/01/2021,12294
07/01/2021,12531
08/01/2021,12731
11/01/2021,12981
12/01/2021,12669
13/01/2021,12441
14/01/2021,12706
15/01/2021,12763
18/01/2021,12731
19/01/2021,12594
20/01/2021,12600
21/01/2021,12463
22/01/2021,12409
25/01/2021,12366
26/01/2021,12266
27/01/2021,12428
28/01/2021,12491
29/01/2021,12563
01/02/2021,12556
02/02/2021,12406
03/02/2021,12569
04/02/2021,12681
05/02/2021,12788
08/02/2021,12581
09/02/2021,12697
10/02/2021,12844
11/02/2021,13019
12/02/2021,13363
15/02/2021,13494
16/02/2021,13934
17/02/2021,13553
18/02/2021,13284
19/02/2021,13362
22/02/2021,13078
23/02/2021,13106
24/02/2021,13159
25/02/2021,13569
26/02/2021,13491
01/03/2021,13538
02/03/2021,13844
03/03/2021,13809
04/03/2021,13738
05/03/2021,13900
08/03/2021,14050
09/03/2021,14044
10/03/2021,13878
11/03/2021,14106
12/03/2021,14222
15/03/2021,14628
16/03/2021,14653
17/03/2021,14988
18/03/2021,15263
19/03/2021,15244
22/03/2021,15128
23/03/2021,14806
24/03/2021,14969
25/03/2021,15272
26/03/2021,15219
29/03/2021,15000
30/03/2021,14931
31/03/2021,14956
01/04/2021,15319
06/04/2021,15650
07/04/2021,15716
08/04/2021,15664
