FIXING_DATE,FIXING
31/03/2016,10585
01/04/2016,11154
04/04/2016,11304
05/04/2016,11234
06/04/2016,11231
07/04/2016,11241
08/04/2016,11366
11/04/2016,11334
12/04/2016,11304
13/04/2016,11344
14/04/2016,11751
15/04/2016,12174
18/04/2016,11954
19/04/2016,11904
20/04/2016,11761
21/04/2016,12174
22/04/2016,12564
25/04/2016,12745
26/04/2016,12534
27/04/2016,11784
28/04/2016,11554
29/04/2016,11514
03/05/2016,11184
04/05/2016,11394
05/05/2016,11354
06/05/2016,11294
09/05/2016,11144
10/05/2016,11124
11/05/2016,11348
12/05/2016,11714
13/05/2016,11827
16/05/2016,11804
17/05/2016,11764
18/05/2016,11514
19/05/2016,11424
20/05/2016,11494
23/05/2016,11484
24/05/2016,11344
25/05/2016,11294
26/05/2016,11444
27/05/2016,11444
31/05/2016,11554
01/06/2016,11524
02/06/2016,11574
03/06/2016,11564
06/06/2016,11734
07/06/2016,11734
08/06/2016,11884
09/06/2016,12014
10/06/2016,12064
13/06/2016,11934
14/06/2016,11814
15/06/2016,11834
16/06/2016,11791
17/06/2016,11734
20/06/2016,11804
21/06/2016,11874
22/06/2016,11984
23/06/2016,11914
24/06/2016,11894
27/06/2016,11964
28/06/2016,11984
29/06/2016,12104
30/06/2016,12194
01/07/2016,12144
04/07/2016,12064
05/07/2016,11804
06/07/2016,11874
07/07/2016,11819
08/07/2016,11834
11/07/2016,11714
12/07/2016,11824
13/07/2016,11884
14/07/2016,11824
15/07/2016,11824
18/07/2016,11814
19/07/2016,11824
20/07/2016,11754
21/07/2016,11734
22/07/2016,11754
25/07/2016,11794
26/07/2016,11827
27/07/2016,11804
28/07/2016,11824
29/07/2016,11864
01/08/2016,11894
02/08/2016,11904
03/08/2016,11904
04/08/2016,11834
05/08/2016,11854
08/08/2016,11789
09/08/2016,11674
10/08/2016,11724
11/08/2016,11704
12/08/2016,11694
15/08/2016,11774
16/08/2016,11714
17/08/2016,11684
18/08/2016,11664
19/08/2016,11674
22/08/2016,11664
23/08/2016,11704
24/08/2016,11704
25/08/2016,11734
26/08/2016,11754
30/08/2016,11544
31/08/2016,11564
01/09/2016,11629
02/09/2016,11714
05/09/2016,11704
06/09/2016,11754
07/09/2016,11699
08/09/2016,11719
09/09/2016,11734
12/09/2016,11734
13/09/2016,11629
14/09/2016,11589
15/09/2016,11759
16/09/2016,11789
19/09/2016,11939
20/09/2016,11859
21/09/2016,12044
22/09/2016,11989
23/09/2016,11979
26/09/2016,12049
27/09/2016,12044
28/09/2016,11944
29/09/2016,11874
30/09/2016,11844
03/10/2016,11834
04/10/2016,11919
05/10/2016,12099
06/10/2016,12209
07/10/2016,12149
10/10/2016,12224
11/10/2016,12239
12/10/2016,12199
13/10/2016,12204
14/10/2016,12234
17/10/2016,12224
18/10/2016,12174
19/10/2016,11994
20/10/2016,11804
21/10/2016,11804
24/10/2016,11704
25/10/2016,11739
26/10/2016,11844
27/10/2016,11894
28/10/2016,12159
31/10/2016,12149
01/11/2016,12039
02/11/2016,12099
03/11/2016,12304
04/11/2016,12374
07/11/2016,12644
08/11/2016,12784
09/11/2016,12859
10/11/2016,13134
11/11/2016,13144
14/11/2016,12834
15/11/2016,12614
16/11/2016,12834
17/11/2016,12514
18/11/2016,12204
21/11/2016,12224
22/11/2016,12209
23/11/2016,12154
24/11/2016,12104
25/11/2016,12124
28/11/2016,12474
29/11/2016,12424
30/11/2016,12334
01/12/2016,12254
02/12/2016,12359
05/12/2016,12444
06/12/2016,12214
07/12/2016,12256
08/12/2016,12181
09/12/2016,12051
12/12/2016,12421
13/12/2016,12411
14/12/2016,12511
15/12/2016,12736
16/12/2016,12801
19/12/2016,12718
20/12/2016,12738
21/12/2016,12854
22/12/2016,12864
23/12/2016,12888
28/12/2016,12888
29/12/2016,12936
30/12/2016,12946
03/01/2017,13163
04/01/2017,13140
05/01/2017,12960
06/01/2017,12760
09/01/2017,12740
10/01/2017,12625
11/01/2017,12815
12/01/2017,13160
13/01/2017,13230
16/01/2017,13260
17/01/2017,13420
18/01/2017,13760
19/01/2017,13420
20/01/2017,13785
23/01/2017,13740
24/01/2017,13845
25/01/2017,13845
26/01/2017,14080
27/01/2017,14160
30/01/2017,14200
31/01/2017,14370
01/02/2017,14755
02/02/2017,14650
03/02/2017,14595
06/02/2017,14505
07/02/2017,14110
08/02/2017,14285
09/02/2017,14425
10/02/2017,14535
13/02/2017,14650
14/02/2017,14665
15/02/2017,14815
16/02/2017,15085
17/02/2017,15155
20/02/2017,15395
21/02/2017,15670
22/02/2017,16035
23/02/2017,15920
24/02/2017,15720
27/02/2017,15515
28/02/2017,15545
01/03/2017,16240
02/03/2017,16145
03/03/2017,16500
06/03/2017,16595
07/03/2017,15850
08/03/2017,15355
09/03/2017,15615
10/03/2017,15760
13/03/2017,15830
14/03/2017,16140
15/03/2017,16220
16/03/2017,16320
17/03/2017,16240
20/03/2017,16230
21/03/2017,16135
22/03/2017,15935
23/03/2017,16430
24/03/2017,16500
27/03/2017,16660
28/03/2017,16500
29/03/2017,16435
30/03/2017,16330
31/03/2017,16470
03/04/2017,16435
04/04/2017,16385
05/04/2017,17230
06/04/2017,18110
07/04/2017,18060
10/04/2017,18130
11/04/2017,18050
12/04/2017,17660
13/04/2017,17875
18/04/2017,16515
19/04/2017,16590
20/04/2017,16380
21/04/2017,16630
24/04/2017,17085
25/04/2017,17550
26/04/2017,17880
27/04/2017,17720
28/04/2017,17430
02/05/2017,16940
03/05/2017,17030
04/05/2017,16740
05/05/2017,17150
08/05/2017,17080
09/05/2017,16780
10/05/2017,16890
11/05/2017,16910
12/05/2017,16470
15/05/2017,15830
16/05/2017,15940
17/05/2017,16370
18/05/2017,16760
19/05/2017,16880
22/05/2017,17090
23/05/2017,16850
24/05/2017,16530
25/05/2017,16540
26/05/2017,16570
30/05/2017,16275
31/05/2017,15230
01/06/2017,14390
02/06/2017,14650
05/06/2017,14705
06/06/2017,14940
07/06/2017,14940
08/06/2017,15520
09/06/2017,15690
12/06/2017,15430
13/06/2017,14980
14/06/2017,14840
15/06/2017,14820
16/06/2017,14860
19/06/2017,15000
20/06/2017,15080
21/06/2017,15460
22/06/2017,15635
23/06/2017,15755
26/06/2017,15690
27/06/2017,15815
28/06/2017,15840
29/06/2017,15590
30/06/2017,15590
03/07/2017,15440
04/07/2017,15230
05/07/2017,15110
06/07/2017,14670
07/07/2017,14970
10/07/2017,14695
11/07/2017,15320
12/07/2017,15680
13/07/2017,15580
14/07/2017,15570
17/07/2017,15730
18/07/2017,15635
19/07/2017,15650
20/07/2017,15790
21/07/2017,15785
24/07/2017,15720
25/07/2017,15570
26/07/2017,15040
27/07/2017,15060
28/07/2017,15310
31/07/2017,15652
01/08/2017,16043
02/08/2017,15877
03/08/2017,15920
04/08/2017,15865
07/08/2017,15822
08/08/2017,15860
09/08/2017,16534
10/08/2017,16793
11/08/2017,16830
14/08/2017,16567
15/08/2017,17183
16/08/2017,17675
17/08/2017,17240
18/08/2017,17037
21/08/2017,16852
22/08/2017,16433
23/08/2017,16375
24/08/2017,16977
25/08/2017,17763
29/08/2017,17060
30/08/2017,17107
31/08/2017,17347
01/09/2017,17425
04/09/2017,18042
05/09/2017,17965
06/09/2017,18633
07/09/2017,18777
08/09/2017,18550
11/09/2017,18010
12/09/2017,17767
13/09/2017,17875
14/09/2017,18337
15/09/2017,18503
18/09/2017,18555
19/09/2017,19017
20/09/2017,19477
21/09/2017,18783
22/09/2017,18363
25/09/2017,17535
26/09/2017,17273
27/09/2017,17310
28/09/2017,16787
29/09/2017,16397
02/10/2017,16425
03/10/2017,17363
04/10/2017,18797
05/10/2017,18917
06/10/2017,18717
09/10/2017,17630
10/10/2017,17900
11/10/2017,17395
12/10/2017,17433
13/10/2017,17867
16/10/2017,18810
17/10/2017,18207
18/10/2017,18487
19/10/2017,18473
20/10/2017,18321
23/10/2017,18942
24/10/2017,19087
25/10/2017,18778
26/10/2017,19175
27/10/2017,19222
30/10/2017,19615
