FIXING_DATE,FIXING
06/05/2014,26220
07/05/2014,26053
08/05/2014,25940
09/05/2014,25670
12/05/2014,25670
13/05/2014,25880
14/05/2014,26373
15/05/2014,26160
16/05/2014,26158
19/05/2014,26168
20/05/2014,25545
21/05/2014,25135
22/05/2014,24800
23/05/2014,25033
27/05/2014,25103
28/05/2014,24263
29/05/2014,24060
30/05/2014,24030
02/06/2014,24375
03/06/2014,24893
04/06/2014,24808
05/06/2014,24480
06/06/2014,24553
09/06/2014,24623
10/06/2014,24470
11/06/2014,23995
12/06/2014,23683
13/06/2014,23138
16/06/2014,23163
17/06/2014,23515
18/06/2014,23473
19/06/2014,23363
20/06/2014,23293
23/06/2014,23050
24/06/2014,22708
25/06/2014,22408
26/06/2014,22515
27/06/2014,23160
30/06/2014,23715
01/07/2014,23085
02/07/2014,23070
03/07/2014,22968
04/07/2014,22938
07/07/2014,23010
08/07/2014,22605
09/07/2014,21940
10/07/2014,21565
11/07/2014,21708
14/07/2014,21778
15/07/2014,21365
16/07/2014,20518
17/07/2014,20795
18/07/2014,20968
21/07/2014,20643
22/07/2014,20818
23/07/2014,20980
24/07/2014,20980
25/07/2014,21058
28/07/2014,21148
29/07/2014,21190
30/07/2014,20998
31/07/2014,21024
01/08/2014,20946
04/08/2014,20900
05/08/2014,20950
06/08/2014,20910
07/08/2014,20925
08/08/2014,21040
11/08/2014,21335
12/08/2014,21735
13/08/2014,22163
14/08/2014,22613
15/08/2014,23185
18/08/2014,22675
19/08/2014,22493
20/08/2014,23140
21/08/2014,22785
22/08/2014,22765
26/08/2014,22328
27/08/2014,22570
28/08/2014,22595
29/08/2014,22233
01/09/2014,21965
02/09/2014,21885
03/09/2014,21665
04/09/2014,21900
05/09/2014,22213
08/09/2014,22060
09/09/2014,22089
10/09/2014,21664
11/09/2014,21433
12/09/2014,21180
15/09/2014,20968
16/09/2014,20628
17/09/2014,20633
18/09/2014,20130
19/09/2014,20201
22/09/2014,20150
23/09/2014,19540
24/09/2014,18792
25/09/2014,18370
26/09/2014,18653
29/09/2014,18533
30/09/2014,17420
01/10/2014,17212
02/10/2014,16898
03/10/2014,16717
06/10/2014,16687
07/10/2014,16194
08/10/2014,15820
09/10/2014,16023
10/10/2014,16135
13/10/2014,15989
14/10/2014,15387
15/10/2014,15549
16/10/2014,15700
17/10/2014,16105
20/10/2014,17547
21/10/2014,18155
22/10/2014,17818
23/10/2014,17593
24/10/2014,18463
27/10/2014,18713
28/10/2014,18700
29/10/2014,17645
30/10/2014,17023
31/10/2014,17708
03/11/2014,17945
04/11/2014,16974
05/11/2014,16410
06/11/2014,16663
07/11/2014,15948
10/11/2014,15382
11/11/2014,14840
12/11/2014,14880
13/11/2014,14519
14/11/2014,14600
17/11/2014,14908
18/11/2014,14828
19/11/2014,14930
20/11/2014,14716
21/11/2014,14756
24/11/2014,14890
25/11/2014,14636
26/11/2014,14395
27/11/2014,14185
28/11/2014,14165
01/12/2014,14044
02/12/2014,13801
03/12/2014,13893
04/12/2014,13627
05/12/2014,13725
08/12/2014,13820
09/12/2014,13750
10/12/2014,13700
11/12/2014,13730
12/12/2014,13599
15/12/2014,13477
16/12/2014,13374
17/12/2014,13253
18/12/2014,13264
19/12/2014,13305
22/12/2014,13295
23/12/2014,13325
24/12/2014,13325
29/12/2014,13345
30/12/2014,13345
31/12/2014,13345
02/01/2015,13345
05/01/2015,13023
06/01/2015,12839
07/01/2015,12699
08/01/2015,11939
09/01/2015,12153
12/01/2015,12445
13/01/2015,12798
14/01/2015,11959
15/01/2015,12404
16/01/2015,12615
19/01/2015,12706
20/01/2015,12868
21/01/2015,12419
22/01/2015,11954
23/01/2015,11829
26/01/2015,11554
27/01/2015,11294
28/01/2015,11269
29/01/2015,11314
30/01/2015,11223
02/02/2015,11143
03/02/2015,11503
04/02/2015,11618
05/02/2015,11825
06/02/2015,11552
09/02/2015,11467
10/02/2015,11467
11/02/2015,11112
12/02/2015,10795
13/02/2015,11082
16/02/2015,10723
17/02/2015,10703
18/02/2015,10723
19/02/2015,10744
20/02/2015,10891
23/02/2015,10779
24/02/2015,10598
25/02/2015,10618
26/02/2015,10516
27/02/2015,10511
02/03/2015,10405
03/03/2015,10153
04/03/2015,10002
05/03/2015,9709
06/03/2015,9790
09/03/2015,9558
10/03/2015,9073
11/03/2015,8678
12/03/2015,8820
13/03/2015,8840
16/03/2015,9224
17/03/2015,9103
18/03/2015,9002
19/03/2015,9425
20/03/2015,9528
23/03/2015,9284
24/03/2015,9234
25/03/2015,8960
26/03/2015,9123
27/03/2015,9091
30/03/2015,8789
31/03/2015,8699
01/04/2015,8023
02/04/2015,7820
07/04/2015,7325
08/04/2015,7578
09/04/2015,7719
10/04/2015,7451
13/04/2015,7144
14/04/2015,7285
15/04/2015,7487
16/04/2015,7910
17/04/2015,7910
20/04/2015,7830
21/04/2015,7478
22/04/2015,7476
23/04/2015,7285
24/04/2015,7233
27/04/2015,7033
28/04/2015,7173
29/04/2015,6891
30/04/2015,6933
01/05/2015,6925
05/05/2015,6984
06/05/2015,7309
07/05/2015,7639
08/05/2015,8459
11/05/2015,8744
12/05/2015,9527
13/05/2015,9523
14/05/2015,9034
15/05/2015,8751
18/05/2015,8413
19/05/2015,7929
20/05/2015,8067
21/05/2015,7742
22/05/2015,7845
26/05/2015,8478
27/05/2015,8602
28/05/2015,8491
29/05/2015,8550
01/06/2015,8733
02/06/2015,8990
03/06/2015,8850
04/06/2015,8723
05/06/2015,8796
08/06/2015,8678
09/06/2015,8310
10/06/2015,8497
11/06/2015,8967
12/06/2015,9333
15/06/2015,9453
16/06/2015,9720
17/06/2015,10503
18/06/2015,9943
19/06/2015,9975
22/06/2015,10443
23/06/2015,11113
24/06/2015,11130
25/06/2015,10750
26/06/2015,10450
29/06/2015,10147
30/06/2015,9967
01/07/2015,10113
02/07/2015,10267
03/07/2015,11057
06/07/2015,10577
07/07/2015,10183
08/07/2015,9730
09/07/2015,10257
10/07/2015,10667
13/07/2015,11427
14/07/2015,12090
15/07/2015,12393
16/07/2015,12587
17/07/2015,12912
20/07/2015,13880
21/07/2015,13750
22/07/2015,13057
23/07/2015,13000
24/07/2015,13140
27/07/2015,14320
28/07/2015,14522
29/07/2015,14652
30/07/2015,14800
