FIXING_DATE,FIXING
28/09/2018,17717
01/10/2018,17500
02/10/2018,17525
03/10/2018,17308
04/10/2018,17133
05/10/2018,17045
08/10/2018,17117
09/10/2018,16950
10/10/2018,17142
11/10/2018,17275
12/10/2018,17358
15/10/2018,17275
16/10/2018,17245
17/10/2018,17183
18/10/2018,17183
19/10/2018,17162
22/10/2018,17203
23/10/2018,17142
24/10/2018,17050
25/10/2018,17033
26/10/2018,17000
29/10/2018,17017
30/10/2018,16992
31/10/2018,16917
01/11/2018,16642
02/11/2018,16408
05/11/2018,16208
06/11/2018,15675
07/11/2018,15233
08/11/2018,15067
09/11/2018,14725
12/11/2018,14933
13/11/2018,14742
14/11/2018,14567
15/11/2018,14933
16/11/2018,14925
19/11/2018,14817
20/11/2018,14442
21/11/2018,14558
22/11/2018,14675
23/11/2018,14950
26/11/2018,15108
27/11/2018,15083
28/11/2018,14642
29/11/2018,14342
30/11/2018,14300
03/12/2018,14842
04/12/2018,15217
05/12/2018,15133
06/12/2018,15025
07/12/2018,15058
10/12/2018,14983
11/12/2018,14775
12/12/2018,14842
13/12/2018,14967
14/12/2018,14892
17/12/2018,14808
18/12/2018,14758
19/12/2018,14675
20/12/2018,14583
21/12/2018,14675
24/12/2018,14704
27/12/2018,14688
28/12/2018,14771
31/12/2018,15067
02/01/2019,15146
03/01/2019,15025
04/01/2019,15054
07/01/2019,15192
08/01/2019,15208
09/01/2019,14775
10/01/2019,14500
11/01/2019,14617
14/01/2019,14650
15/01/2019,14475
16/01/2019,14629
17/01/2019,14783
18/01/2019,14867
21/01/2019,14708
22/01/2019,14567
23/01/2019,14642
24/01/2019,14633
25/01/2019,14558
28/01/2019,13825
29/01/2019,13008
30/01/2019,11783
31/01/2019,11738
01/02/2019,12125
04/02/2019,12342
05/02/2019,12383
06/02/2019,12050
07/02/2019,11175
08/02/2019,11358
11/02/2019,11758
12/02/2019,11775
13/02/2019,11717
14/02/2019,11700
15/02/2019,11767
18/02/2019,11817
19/02/2019,11858
20/02/2019,11842
21/02/2019,11908
22/02/2019,11942
25/02/2019,12192
26/02/2019,12233
27/02/2019,12142
28/02/2019,12058
01/03/2019,12042
04/03/2019,12042
05/03/2019,11908
06/03/2019,11658
07/03/2019,11825
08/03/2019,11875
11/03/2019,11975
12/03/2019,12208
13/03/2019,12208
14/03/2019,12558
15/03/2019,12500
18/03/2019,12250
19/03/2019,12225
20/03/2019,12792
21/03/2019,12783
22/03/2019,13100
25/03/2019,12958
26/03/2019,12892
27/03/2019,12908
28/03/2019,12783
29/03/2019,12608
01/04/2019,12475
02/04/2019,12329
03/04/2019,12433
04/04/2019,12408
05/04/2019,12354
08/04/2019,12417
09/04/2019,12417
10/04/2019,12342
11/04/2019,12217
12/04/2019,12321
15/04/2019,12483
16/04/2019,12496
17/04/2019,13208
18/04/2019,13413
23/04/2019,13925
24/04/2019,13708
25/04/2019,13750
26/04/2019,13917
29/04/2019,14308
30/04/2019,14483
01/05/2019,14533
02/05/2019,14075
03/05/2019,14008
07/05/2019,13471
08/05/2019,13563
09/05/2019,13525
10/05/2019,13663
13/05/2019,13571
14/05/2019,13417
15/05/2019,13383
16/05/2019,13483
17/05/2019,13483
20/05/2019,13383
21/05/2019,13354
22/05/2019,13346
23/05/2019,13408
24/05/2019,13350
28/05/2019,13417
29/05/2019,13317
30/05/2019,13108
31/05/2019,13083
03/06/2019,13317
04/06/2019,13492
05/06/2019,13508
06/06/2019,13458
07/06/2019,13396
10/06/2019,13213
11/06/2019,13258
12/06/2019,13271
13/06/2019,13496
14/06/2019,13608
17/06/2019,13692
18/06/2019,13917
19/06/2019,13933
20/06/2019,13879
21/06/2019,13996
24/06/2019,13971
25/06/2019,13946
26/06/2019,13858
27/06/2019,13813
28/06/2019,13983
01/07/2019,14396
02/07/2019,14608
03/07/2019,14779
04/07/2019,14708
05/07/2019,14396
08/07/2019,14446
09/07/2019,14592
10/07/2019,14567
11/07/2019,14642
12/07/2019,14690
15/07/2019,14729
16/07/2019,14496
17/07/2019,14563
18/07/2019,14592
19/07/2019,14538
22/07/2019,14600
23/07/2019,14367
24/07/2019,14367
25/07/2019,14504
26/07/2019,14454
29/07/2019,14400
30/07/2019,14354
31/07/2019,14275
01/08/2019,14138
02/08/2019,13767
05/08/2019,13121
06/08/2019,13208
07/08/2019,12892
08/08/2019,13188
09/08/2019,13288
12/08/2019,13333
13/08/2019,13558
14/08/2019,13596
15/08/2019,13529
16/08/2019,13446
19/08/2019,13288
20/08/2019,13379
21/08/2019,13638
22/08/2019,13838
23/08/2019,13775
27/08/2019,14175
28/08/2019,14100
29/08/2019,13921
30/08/2019,14154
02/09/2019,14625
03/09/2019,14492
04/09/2019,14138
05/09/2019,14054
06/09/2019,14121
09/09/2019,13942
10/09/2019,14000
11/09/2019,14179
12/09/2019,14108
13/09/2019,14033
16/09/2019,14363
17/09/2019,14017
18/09/2019,13942
19/09/2019,13858
20/09/2019,14096
23/09/2019,14308
24/09/2019,14117
25/09/2019,13842
26/09/2019,13575
27/09/2019,13604
30/09/2019,13867
01/10/2019,13829
02/10/2019,14043
03/10/2019,13711
04/10/2019,14036
07/10/2019,14132
08/10/2019,14364
09/10/2019,14775
10/10/2019,14504
11/10/2019,14436
14/10/2019,14239
15/10/2019,14482
16/10/2019,14179
17/10/2019,14021
18/10/2019,14204
